Zone,Woreda,PHCU,Facility Name,Facility Type,OBJECTID_1,CSA HF Type,X,Y
South Wollo ZHD,Sayint WorHO,Ambaferet PHCU,Ambaferet Health Center,Health Centers,"31,912",2,488760.671,1216647.804
South Wollo ZHD,Sayint WorHO,Ambaferet PHCU,Durka Health Post,Health Posts,"12,524",3,491216.5138,1208764.626
Central Gondar ZHD,Wogera WorHO,Ambagiworgis PHCU,Ambagiworgis Zuria Health Post,Health Posts,"13,851",3,351575.0783,1412463.689
Central Gondar ZHD,Wogera WorHO,Ambagiworgis PHCU,Dibraso Health Post,Health Posts,"13,853",3,351778.3486,1404970.149
Central Gondar ZHD,Wogera WorHO,Ambagiworgis PHCU,Yisakdebr Health Post,Health Posts,"13,843",7,347431.6576,1408602.766
Central Gondar ZHD,Wogera WorHO,Ambagiworgis PHCU,Sankatikm Health Post,Health Posts,"13,850",3,355402.7033,1410944.13
East Gojjam ZHD,Aneded WorHO,Amber PHCU,Amber Health Center,Health Centers,"31,176",2,373259.1488,1133698.495
East Gojjam ZHD,Aneded WorHO,Amber PHCU,Yewush Health Post,Health Posts,"10,407",3,370804.1147,1124046.862
East Gojjam ZHD,Aneded WorHO,Amber PHCU,Amber Zuria Health Post,Health Posts,"31,177",3,373185.2028,1133754.031
East Gojjam ZHD,Aneded WorHO,Amber PHCU,Enaskay Health Post,Health Posts,"10,424",6,378450.5823,1139444.74
East Gojjam ZHD,Aneded WorHO,Amber PHCU,Gudalema Health Post,Health Posts,"31,175",3,377981.4937,1131703.237
East Gojjam ZHD,Aneded WorHO,Amber PHCU,Wonga Nifasm Health Post,Health Posts,"10,404",3,369041.9499,1135731.98
East Gojjam ZHD,Aneded WorHO,Amber PHCU,Daget Health Post,Health Posts,"10,432",3,375489.4556,1141025.328
East Gojjam ZHD,Aneded WorHO,Amber PHCU,Yewobi Enechifo Health Post,Health Posts,"10,406",3,366346.1973,1136683.347
West Gojjam ZHD,Sekela WorHO,Ambisie PHCU,Ambisie Health Post,Health Posts,"9,757",3,297725.2145,1212714.22
West Gojjam ZHD,Sekela WorHO,Ambisie PHCU,Ambisie Health Center,Health Centers,"9,758",2,297692.6073,1212686.403
West Gojjam ZHD,Sekela WorHO,Ambisie PHCU,Jigrita Health Post,Health Posts,"9,775",3,298293.5508,1207012.745
Central Gondar ZHD,Gondar Zuriya WorHO,Ambober PHCU,Ayiba Health Post,Health Posts,"13,857",6,346236.3038,1399315.206
Central Gondar ZHD,Gondar Zuriya WorHO,Ambober PHCU,Sehor Gultoch Health Post,Health Posts,"13,483",6,340117.9154,1393508.768
Central Gondar ZHD,Gondar Zuriya WorHO,Ambober PHCU,Dawa Damot Health Post,Health Posts,"13,474",6,339591.3645,1388871.793
Central Gondar ZHD,Gondar Zuriya WorHO,Ambober PHCU,Ambober Health Center,Health Centers,"13,478",2,339443.3374,1384237.141
South Gondar ZHD,Libo Kemkem WorHO,Ambomeda PHCU,berkuta Askura health post,Health Posts,"11,500",3,396162.2468,1274835.806
South Gondar ZHD,Libo Kemkem WorHO,Ambomeda PHCU,Estifanose Kuter 1 health post,Health Posts,"11,200",3,378259.1766,1335286.224
South Gondar ZHD,Libo Kemkem WorHO,Ambomeda PHCU,Estifanose kuter 2 health post,Health Posts,"11,198",3,377663.9482,1333651.186
South Gondar ZHD,Libo Kemkem WorHO,Ambomeda PHCU,Ambo Meida Ketema health post,Health Posts,"31,770",2,379419.0097,1339010.792
West Gojjam ZHD,Semen Mecha WorHO,Ambomesk PHCU,Ambomesk Health Center,Health Centers,"9,911",2,288485.147,1259500.862
West Gojjam ZHD,Semen Mecha WorHO,Ambomesk PHCU,Ambomesk Health Post,Health Posts,"9,914",6,288651.3609,1259245.319
North Shewa ZHD,Antsokia Gemza WorHO,Ambowuha PHCU,Ambowuha Health Center,Health Centers,"8,731",2,586347.473,1174925.273
North Shewa ZHD,Antsokia Gemza WorHO,Ambowuha PHCU,Washa Health Post,Health Posts,"8,735",3,583323.9027,1170834.688
North Shewa ZHD,Antsokia Gemza WorHO,Ambowuha PHCU,Kuregedel Health Post,Health Posts,"8,728",3,586345.8345,1176715.932
North Shewa ZHD,Antsokia Gemza WorHO,Ambowuha PHCU,Aselele Kelebte Wenber Health Post,Health Posts,"8,734",3,583542.5806,1174970.636
South Gondar ZHD,Guna begemider WorHO,Amijaye PHCU,Amijaye Health Post,Health Posts,"11,280",3,413935.968,1313530.35
South Gondar ZHD,Guna begemider WorHO,Amijaye PHCU,Debelima Health Post,Health Posts,"11,284",3,418524.0246,1317096.693
South Gondar ZHD,Guna begemider WorHO,Amijaye PHCU,Amijaye Health Center,Health Centers,"11,281",2,413804.4675,1313568.873
South Gondar ZHD,Guna begemider WorHO,Amijaye PHCU,Adeder Health Post,Health Posts,"11,278",3,415670.925,1313690.512
Gondar Town Woreda WorHO,Woleka PHCU,Anchew Health Post,Anchew Health Post,Health Posts,"25,279",3,334101.6493,1400063.89
North Shewa ZHD,Saya Deberna Wayu WorHO,Anchikorere PHCU,Argo Woreyu Health Post,Health Posts,"8,870",3,536806.4796,1078226.46
North Shewa ZHD,Saya Deberna Wayu WorHO,Anchikorere PHCU,Agegnkelbeni Health Post,Health Posts,"8,867",3,532133.733,1085470.03
North Shewa ZHD,Saya Deberna Wayu WorHO,Anchikorere PHCU,Dawokembolcha Health Post,Health Posts,"8,872",3,527467.0277,1087187.029
North Shewa ZHD,Saya Deberna Wayu WorHO,Anchikorere PHCU,Chefeamba Health Post,Health Posts,"8,869",3,537377.3645,1082289.343
North Wollo ZHD,Mekete WorHO,Anchim PHCU,Anjeb Health Post,Health Posts,"13,182",6,479815.2438,1294446.905
North Wollo ZHD,Mekete WorHO,Anchim PHCU,Fintirie Health Post,Health Posts,"13,149",3,477703.2984,1298673.156
North Wollo ZHD,Mekete WorHO,Anchim PHCU,Arib gebeya Health Post,Health Posts,"13,181",3,485608.7282,1294218.252
North Wollo ZHD,Mekete WorHO,Anchim PHCU,Jirlie Health Post,Health Posts,"13,180",3,481922.2011,1292802.178
North Wollo ZHD,Mekete WorHO,Anchim PHCU,Woketa Health Post,Health Posts,"13,141",3,474749.738,1293295.774
North Wollo ZHD,Mekete WorHO,Anchim PHCU,Anchim Health Center,Health Centers,"13,178",2,479776.0022,1294362.627
South Gondar ZHD,Andabet,Andabet PHCU,Shimie Health Post,Health Posts,"11,564",3,410979.033,1337144.336
South Gondar ZHD,Andabet,Andabet PHCU,Andabet Health Center,Health Centers,"31,754",2,386185.9203,1262000.285
West Gojjam ZHD,Bahir Dar Zuria WorHO,Andasa PHCU,Yegind Health Post,Health Posts,"10,036",3,343518.5534,1265260.011
West Gojjam ZHD,Bahir Dar Zuria WorHO,Andasa PHCU,Yemoshit Health Post,Health Posts,"9,941",3,313475.8193,1242768.777
West Gojjam ZHD,Dembecha WorHO,Anejene PHCU,Anjene Health Post,Health Posts,"10,069",3,340050.8935,1181614.074
West Gojjam ZHD,Dembecha WorHO,Anejene PHCU,Kurfa Health Post,Health Posts,"10,064",3,336022.9789,1178582.005
West Gojjam ZHD,Dembecha WorHO,Anejene PHCU,Anejene Health Center,Health Centers,"10,068",2,339951.0149,1181419.41
West Gojjam ZHD,Dembecha WorHO,Anejene PHCU,Yechereka Tsion Health Post,Health Posts,"10,071",3,338289.4228,1177791.718
West Gojjam ZHD,Dembecha WorHO,Anejene PHCU,Wencher Health Post,Health Posts,"10,065",3,336210.9767,1181900.849
East Gojjam ZHD,Machakel WorHO,Angot PHCU,Ansilala Health Post,Health Posts,"10,970",3,351004.7154,1161629.29
East Gojjam ZHD,Machakel WorHO,Angot PHCU,Angot Health Center,Health Centers,"10,575",2,414101.836,1219141.874
East Gojjam ZHD,Goncha WorHO,Angote PHCU,Goshera Dikuat Health Post,Health Posts,"10,561",3,417568.1492,1216307.506
East Gojjam ZHD,Goncha WorHO,Angote PHCU,Angot Health Post,Health Posts,"10,576",3,413685.6608,1219303.474
East Gojjam ZHD,Goncha WorHO,Angote PHCU,Angote Health Center,Health Centers,"10,981",2,353451.7937,1160390.007
West Gojjam ZHD,Debub Achefer WorHO,Ankesha PHCU,Ankesha Health Center,Health Centers,"9,671",2,253712.9427,1268809.51
West Gojjam ZHD,Debub Achefer WorHO,Ankesha PHCU,Bizra Health Post,Health Posts,"9,741",3,273103.6483,1301809.419
South Wollo ZHD,Werebabo WorHO,Arabati PHCU,Arabati Health Post,Health Posts,"12,713",2,604141.6297,1270527.339
South Wollo ZHD,Werebabo WorHO,Arabati PHCU,Gedida Health Post,Health Posts,"12,714",3,604569.6262,1266035.161
South Gondar ZHD,Simada,Arayat PHCU,Ajje Health Post,Health Posts,"31,625",3,423782.7138,1249086.417
South Gondar ZHD,Simada,Arayat PHCU,Gulit Health Post,Health Posts,"31,621",3,425076.4418,1243262.274
West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU,Chefakit Health Post,Health Posts,"10,226",3,326801.9641,1224995.479
West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU,Zambit Health Post,Health Posts,"10,220",3,325879.7895,1222808.214
West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU,Fengeta Health Post,Health Posts,"10,228",3,324368.8747,1226909.444
West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU,Arb Gebia Health Center,Health Centers,"10,227",2,324391.1978,1226861.398
South Gondar ZHD,Tach Gayint WorHO,Arb Gebiya PHCU,Arb Gebiya Health Post,Health Posts,"31,749",3,450514.1305,1283387.082
South Gondar ZHD,Tach Gayint WorHO,Arb Gebiya PHCU,Arb Gebiya Health Center,Health Centers,"31,742",2,363917.2541,1286282.523
South Gondar ZHD,Dera WorHO,Arb Gebya PHCU,Agar Health Post,Health Posts,"11,608",3,358563.6124,1283571.341
South Gondar ZHD,Dera WorHO,Arb Gebya PHCU,Mar Mider Health Post,Health Posts,"11,610",3,359256.3303,1287560.469
South Gondar ZHD,Dera WorHO,Arb Gebya PHCU,Arb Gebya Health Center,Health Centers,"31,748",2,449471.6202,1283918.851
Central Gondar ZHD,West Belesa WorHO,Arbaya PHCU,Abayitera Health Post,Health Posts,"13,593",3,376423.6841,1376068.728
Central Gondar ZHD,West Belesa WorHO,Arbaya PHCU,Asawagarie Health Post,Health Posts,"13,596",3,375131.1244,1384193.606
Central Gondar ZHD,West Belesa WorHO,Arbaya PHCU,Shura Health Post,Health Posts,"13,595",3,379658.608,1379940.014
Central Gondar ZHD,West Belesa WorHO,Arbaya PHCU,Arbaya Health Center,Health Centers,"32,556",2,372432.1421,1379627.535
Central Gondar ZHD,West Belesa WorHO,Arbaya PHCU,Amisteya Health Post,Health Posts,"11,045",3,370264.2887,1164061.141
South Wollo ZHD,kallu WorHO,Ardibo PHCU,Worebyiti Health Post,Health Posts,"11,898",3,586450.3174,1237700.511
South Wollo ZHD,kallu WorHO,Ardibo PHCU,Ardibo Health Center,Health Centers,"32,137",5,580806.3331,1225433.272
South Wollo ZHD,kallu WorHO,Ardibo PHCU,Ardibo Health Post,Health Posts,"11,900",3,586653.634,1242201.753
West Gojjam ZHD,Dega Damot WorHO,Arefa Debtera PHCU,Chewanie Behandie Health Post,Health Posts,"9,863",6,356572.4169,1212778.869
West Gojjam ZHD,Dega Damot WorHO,Arefa Debtera PHCU,Arefa Masikana Health Post,Health Posts,"9,865",3,356217.3942,1210456.913
West Gojjam ZHD,Dega Damot WorHO,Arefa Debtera PHCU,Fenkatit Gendawuha Health Post,Health Posts,"9,860",3,353056.1857,1204611.381
West Gojjam ZHD,Dega Damot WorHO,Arefa Debtera PHCU,Arefa Medhanialem Health Post,Health Posts,"9,858",3,359765.5215,1218023.491
South Wollo ZHD,Wereilu WorHO,Aregay PHCU,Aregay Health Center,Health Centers,"12,622",2,548514.0901,1160097.114
North Shewa ZHD,Minjarina Shenkora WorHO,Areriti PHCU,Ameti Health Post,Health Posts,"9,141",6,550702.2159,989714.1889
North Wollo ZHD,Habru WorHO,Areriti PHCU,Kejema Health Post,Health Posts,"13,010",3,588649.2791,1295693.06
North Wollo ZHD,Habru WorHO,Areriti PHCU,Areriti Health Post,Health Posts,"13,009",3,587663.5756,1292299.741
North Shewa ZHD,Minjarina Shenkora WorHO,Areriti PHCU,Kombolcha Health Post,Health Posts,"9,147",3,546456.9795,981191.956
North Shewa ZHD,Minjarina Shenkora WorHO,Areriti PHCU,Korma Health Post,Health Posts,"9,171",3,554761.5647,991570.1047
North Shewa ZHD,Minjarina Shenkora WorHO,Areriti PHCU,Arerti Zuriya Health Post,Health Posts,"30,352",3,546408.2794,986463.8305
North Wollo ZHD,Habru WorHO,Areriti PHCU,Bofa Health Post,Health Posts,"13,014",3,584978.6366,1294357.796
North Shewa ZHD,Minjarina Shenkora WorHO,Areriti PHCU,Finanajo Health Post,Health Posts,"9,180",3,552109.7839,971424.6628
North Shewa ZHD,Minjarina Shenkora WorHO,Areriti PHCU,Sekewacho Health Post,Health Posts,"9,184",6,553384.7745,1002132.387
North Wollo ZHD,Habru WorHO,Areriti PHCU,Areriti Health Center,Health Centers,"13,038",2,587507.6926,1292398.828
North Shewa ZHD,Minjarina Shenkora WorHO,Areriti PHCU,Chele Health Post,Health Posts,"9,177",3,558038.3551,985825.0677
North Shewa ZHD,Minjarina Shenkora WorHO,Areriti PHCU,Areriti Health Center,Health Centers,"30,355",2,546345.3594,986737.078
North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU,Abergina Health Post,Health Posts,"30,882",8,298906.1111,1262328.453
North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU,Kino Mender 2 Health Post,Health Posts,"14,135",3,379070.4765,1446101.809
North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU,Adisgie Health Post,Health Posts,"11,164",3,418685.0011,1340865.543
North Gondar ZHD,Debark Zuria WorHO,Ariginjona PHCU,Ariginjona Health Center,Health Centers,"14,145",2,406367.3367,1463234.285
North Shewa ZHD,Taremaber WorHO,Armania PHCU,Armania Health Post,Health Posts,"8,884",3,590424.1691,1092456.823
North Shewa ZHD,Taremaber WorHO,Armania PHCU,Shotelamba Health Post,Health Posts,"8,887",3,585590.1462,1096135.445
North Shewa ZHD,Taremaber WorHO,Armania PHCU,Dukakit Health Post,Health Posts,"8,882",3,587135.6553,1089225.364
North Shewa ZHD,Taremaber WorHO,Armania PHCU,Armania Health Center,Health Centers,"8,885",2,589906.7728,1092323.238
North Shewa ZHD,Taremaber WorHO,Armania PHCU,Mafud Health Post,Health Posts,"8,787",3,577413.7535,1021693.468
Oromia Special ZHD,Artuma Fursi WorHO,Artuma PHCU,Golbo Arba Health Post,Health Posts,"9,227",3,608514.4654,1167660.695
Oromia Special ZHD,Artuma Fursi WorHO,Artuma PHCU,Tere Awara Health Post,Health Posts,"9,228",3,611464.7488,1169067.698
Oromia Special ZHD,Artuma Fursi WorHO,Artuma PHCU,Kichicho Health Post,Health Posts,"9,230",3,611060.6579,1170191.833
Oromia Special ZHD,Artuma Fursi WorHO,Artuma PHCU,Rasa Aruke Health Post,Health Posts,"9,236",3,614633.9695,1168608.387
West Gojjam ZHD,Jabi Tehnan WorHO,Asawa PHCU,Dumri Health Post,Health Posts,"10,181",3,311553.3024,1202852.162
West Gojjam ZHD,Jabi Tehnan WorHO,Asawa PHCU,Segodit Health Post,Health Posts,"10,178",6,309546.5527,1198544.551
South Gondar ZHD,Simada,Asefa Meda PHCU,Dubidubiya Healthe Post Health Post,Health Posts,"31,636",3,417163.1037,1278780.517
South Gondar ZHD,Simada,Asefa Meda PHCU,Segno Gebiya Healthe Post Health Post,Health Posts,"31,618",3,421935.8246,1267707.824
South Gondar ZHD,Simada,Asefa Meda PHCU,Asefa Meda Health Center,Health Centers,"31,638",2,420830.248,1271729.273
South Gondar ZHD,Simada,Asefa Meda PHCU,Bazra Meda Healthe Post Health Post,Health Posts,"31,640",6,415933.179,1269822.932
South Gondar ZHD,Simada,Asefa Meda PHCU,Tikobado Healthe Post Health Post,Health Posts,"31,642",3,418681.6594,1266410.707
South Wollo ZHD,Legahida WorHO,Aselel PHCU,Ayt Health Post,Health Posts,"12,353",3,528544.3598,1193476.397
South Wollo ZHD,Legahida WorHO,Aselel PHCU,Aselel Health Post,Health Posts,"12,350",3,523672.463,1190248.149
South Wollo ZHD,Legahida WorHO,Aselel PHCU,Aselel Health Center,Health Centers,"12,351",2,523697.1747,1190089.513
North Gondar ZHD,Janamora WorHO,Asenga PHCU,Asenga Health Center,Health Centers,"14,190",2,408272.5367,1425517.558
North Gondar ZHD,Janamora WorHO,Asenga PHCU,Gurgur Health Post,Health Posts,"14,221",3,418385.1034,1415871.25
North Gondar ZHD,Janamora WorHO,Asenga PHCU,Serebar Health Post,Health Posts,"14,189",3,406721.2323,1430232.14
North Gondar ZHD,Janamora WorHO,Asenga PHCU,Asenga Health Post,Health Posts,"14,191",3,408358.6408,1425583.252
South Wollo ZHD,Dessie Zuriya WorHO,Asgedo PHCU,Asgedo Health Center,Health Centers,"11,815",2,556036.6667,1224482.653
South Wollo ZHD,Dessie Zuriya WorHO,Asgedo PHCU,Asgedo Health Post,Health Posts,"11,811",3,556128.2677,1224250.437
South Wollo ZHD,Dessie Zuriya WorHO,Asgedo PHCU,Abaso Health Post,Health Posts,"11,807",6,560849.9264,1226098.562
Central Gondar ZHD,West Belesa WorHO,Ashekerterara PHCU,Ashekerterara Health Center,Health Centers,"13,632",6,378259.5718,1364438.88
Central Gondar ZHD,West Belesa WorHO,Ashekerterara PHCU,Debozige Health Post,Health Posts,"13,627",3,375086.2938,1364575.81
Central Gondar ZHD,West Belesa WorHO,Ashekerterara PHCU,Ashekereterara Health Post,Health Posts,"13,631",2,378279.3452,1364398.247
Central Gondar ZHD,West Belesa WorHO,Ashekerterara PHCU,Dahoch Health Post,Health Posts,"13,621",3,383776.0504,1357326.416
Central Gondar ZHD,West Belesa WorHO,Ashekerterara PHCU,Aniteleziba Health Post,Health Posts,"13,618",7,376414.238,1360384.928
North Shewa ZHD,Menz Gera Midir WorHO,Ashen PHCU,Ashen Health Center,Health Centers,"8,994",2,564622.5856,1146275.413
North Shewa ZHD,Menz Gera Midir WorHO,Ashen PHCU,Shola Health Post,Health Posts,"8,999",3,559973.2616,1148192.339
West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU,Megdom Health Post,Health Posts,"10,210",3,319090.9065,1208729.81
West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU,Kibeb Health Post,Health Posts,"10,149",3,302823.3277,1167190.938
West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU,Ashety Leba Gedel Health Post,Health Posts,"10,215",3,323360.0571,1211144.235
West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU,Ashety Talia Health Post,Health Posts,"10,209",3,319836.0171,1214445.014
West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU,Ashety Leba Gedel Health Center,Health Centers,"10,214",2,323438.1272,1211255.478
Oromia Special ZHD,Artuma Fursi WorHO,Ashewa Lute  PHCU,Ashewa Lute  Health Center,Health Centers,"9,253",2,594621.6745,1177615.031
Oromia Special ZHD,Artuma Fursi WorHO,Ashewa Lute  PHCU,Ashewa Lute Health Post,Health Posts,"9,251",3,595991.7225,1176060.551
Oromia Special ZHD,Artuma Fursi WorHO,Ashewa Lute  PHCU,Beshie Ededa Health Post,Health Posts,"9,252",3,597034.6903,1177919.601
Oromia Special ZHD,Artuma Fursi WorHO,Ashewa Lute  PHCU,Edo Medine Health Post,Health Posts,"9,250",3,592854.9071,1176624.952
Awi ZHD,Guagusa Shikuda,Ashifa PHCU,Wumibri Health Post,Health Posts,"9,381",3,251484.103,1188281.694
Awi ZHD,Guagusa Shikuda,Ashifa PHCU,Ashifa Health Post,Health Posts,"9,573",2,292425.116,1204713.712
Awi ZHD,Guagusa Shikuda,Ashifa PHCU,Ashifa Health center,Health Centers,"9,572",3,291938.296,1204961.984
West Gojjam ZHD,Debub Achefer WorHO,Ashuda PHCU,Ashuda Health Center,Health Centers,"30,701",2,265718.076,1269845.476
West Gojjam ZHD,Debub Achefer WorHO,Ashuda PHCU,Mara Health Post,Health Posts,"9,680",3,262762.6929,1267562.016
West Gojjam ZHD,Debub Achefer WorHO,Ashuda PHCU,Atit Health Post,Health Posts,"9,679",3,269935.2197,1266408.228
North Shewa ZHD,Efratana Gidim WorHO,Ataye PHCU,Karalegoma Health Post,Health Posts,"8,794",3,585852.3696,1020345.266
North Shewa ZHD,Efratana Gidim WorHO,Ataye PHCU,Laygnawataye Health Post,Health Posts,"8,800",3,602751.5066,1144358.279
North Shewa ZHD,Efratana Gidim WorHO,Ataye PHCU,Ataye Health Center,Health Centers,"30,035",2,605136.1134,1142647.326
North Shewa ZHD,Efratana Gidim WorHO,Ataye PHCU,Dulit Health Post,Health Posts,"8,830",3,595009.8857,1150521.591
South Wollo ZHD,Mehal Saint WorHO,Atirons Mariyam PHCU,Dinamba Health Post,Health Posts,"12,431",3,457077.2838,1216188.493
Central Gondar ZHD,Alefa WorHO,Atsde Mariam PHCU,Chima Health Post,Health Posts,"13,388",3,253485.2563,1337281.711
Central Gondar ZHD,Alefa WorHO,Atsde Mariam PHCU,Wangie Health Post,Health Posts,"13,371",3,261751.1993,1325079.913
Central Gondar ZHD,Alefa WorHO,Atsde Mariam PHCU,Atsde Mariam Health Center,Health Centers,"32,474",2,265188.1541,1328042.15
Central Gondar ZHD,Alefa WorHO,Atsde Mariam PHCU,Betesemanya Health Post,Health Posts,"13,367",3,259211.241,1328754.305
North Shewa ZHD,Basona Werana WorHO,Atse Minilik Metasebia PHCU,Moyamangulet Health Post,Health Posts,"8,783",3,541931.4977,1078143.825
North Shewa ZHD,Basona Werana WorHO,Atse Minilik Metasebia PHCU,Muticherkos Health Post,Health Posts,"8,781",3,541414.7858,1073660.63
North Shewa ZHD,Basona Werana WorHO,Atse Minilik Metasebia PHCU,Kormargefiya Health Post,Health Posts,"8,746",3,555971.2926,1059514.864
North Wollo ZHD,Raya Kobo WorHO,Awas PHCU,Lach Health Post,Health Posts,"13,083",3,561954.4768,1329282.586
North Wollo ZHD,Raya Kobo WorHO,Awas PHCU,Awas Health Post,Health Posts,"13,085",8,560217.5412,1325007.214
North Wollo ZHD,Raya Kobo WorHO,Awas PHCU,Awas Health Center,Health Centers,"13,084",2,560365.4268,1325190.138
East Gojjam ZHD,Goncha WorHO,Awuja PHCU,Debre Genet Health Post,Health Posts,"10,834",3,425395.966,1205584.021
East Gojjam ZHD,Goncha WorHO,Awuja PHCU,Awuja Health Center,Health Centers,"10,542",2,390928.3628,1204153.267
West Gojjam ZHD,Jabi Tehnan WorHO,Awunt PHCU,Awunt Health Post,Health Posts,"10,158",2,313304.8117,1173183.097
West Gojjam ZHD,Jabi Tehnan WorHO,Awunt PHCU,Awunt Health Center,Health Centers,"10,156",3,313385.4697,1173188.359
West Gojjam ZHD,Jabi Tehnan WorHO,Awunt PHCU,Jimat Health Post,Health Posts,"10,124",3,317553.3363,1177576.711
North Shewa ZHD,Kewet WorHO,Ayaber PHCU,Alelo Health Post,Health Posts,"8,692",3,575829.2028,1055897.385
North Shewa ZHD,Kewet WorHO,Ayaber PHCU,Ayaber Health Post,Health Posts,"8,984",3,584685.4545,1105464.91
North Shewa ZHD,Kewet WorHO,Ayaber PHCU,Debir Health Post,Health Posts,"8,982",3,582372.9076,1101694.889
North Shewa ZHD,Kewet WorHO,Ayaber PHCU,Dewera Semet Health Post,Health Posts,"8,981",3,585521.3302,1109115.3
