Health Facility name,Facility Type,Ownership,ID,level,Region,Zone,Woreda,PHCU
Abrham Medium Clinic,Clinics,Private,w051mmoJr1L,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Addisu Primary Clinic,Clinics,Private,wkVghiOkoIq,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Adis Kidam Health center,Health Centers,Public,vg55bBovPDV,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Adis Kidam PHCU
Amesha Health Post,Health Posts,Public,MEY1eljZyjt,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Adis Kidam PHCU
Ashewa Health Post,Health Posts,Public,TJNuQxAiDzR,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Adis Kidam PHCU
Azemach Lulista Health Post,Health Posts,Public,AV3BXziN9cZ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Adis Kidam PHCU
Endewuha Health Post,Health Posts,Public,NC81foKm7x9,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Adis Kidam PHCU
Gafera Health Post,Health Posts,Public,BUUvvL3BhsZ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Adis Kidam PHCU
Gula Health Post,Health Posts,Public,wn38FVsqOgZ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Adis Kidam PHCU
Tafoch Danbul Health Post,Health Posts,Public,gupi6KFkpKJ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Adis Kidam PHCU
Adugna Primary Clinic,Clinics,Private,bfHJxJg8yTE,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Ajjis  Medium Clinic,Clinics,Private,HSv39HvKyV5,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Animut Medium  Clinic ,Clinics,Private,mX9QrCZk5Qh,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Animut Primary Clinic,Clinics,Private,BMYiNRe5KC7,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Bahiru Primary Clinic,Clinics,Private,FxSVLew2Uha,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Chiguali Health center,Health Centers,Public,EVDUG8j5sRg,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Chiguali PHCU
Aykalita Health Post,Health Posts,Public,JtfKpIonens,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Chiguali PHCU
Chiguali Health Post,Health Posts,Public,CwS5Hp2AV4O,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Chiguali PHCU
Ducha Sati Health Post,Health Posts,Public,uzsSJfrODrA,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Chiguali PHCU
Nechela Health Post,Health Posts,Public,V4R70DmA8ml,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Chiguali PHCU
Delekes Health center,Health Centers,Public,D5ESzs9wPzk,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Delekes PHCU
Amen Abo Health Post,Health Posts,Public,zAl0PZ7eDmZ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Delekes PHCU
Dagi Avola Health Post,Health Posts,Public,UYI4MHFDxa0,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Delekes PHCU
Dimama Manguda Health Post,Health Posts,Public,du2XyLwharQ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Delekes PHCU
Doctor Alemu Medium Clinic,Clinics,Private,d5cLfNJz27A,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Emabanju primary Clinic,Clinics,Private,sKOjVQpyOsV,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Fagita Health center,Health Centers,Public,oANMny6dys3,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Fagita PHCU
Fagita Tuji Health Post,Health Posts,Public,jWwBSKcAep4,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Fagita PHCU
Sigila Tekle Haymanot Health Post,Health Posts,Public,MD2Y8ZlbYWf,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Fagita PHCU
Washa Ambaw Health Post,Health Posts,Public,l0AWOC2zGwU,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Fagita PHCU
Fews  Primary Clinic,Clinics,Private,l2VdXL76dq8,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Fewus Primary Clinic,Clinics,Private,Uf39Eby64z4,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Finzit Health center,Health Centers,Public,uNnOS7x4Dc9,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Finzit PHCU
Asewa Finzit Health Post,Health Posts,Public,vmeIag5j2cR,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Finzit PHCU
Furi Jegola Health Post,Health Posts,Public,OvLvgneZ1TK,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Finzit PHCU
Segela Dawena Bamble Health Post,Health Posts,Public,hF2NMQsdrBJ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Finzit PHCU
Zembela Health Post,Health Posts,Public,LvnxDyib4JV,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Finzit PHCU
Gezehera Health center,Health Centers,Public,qBOSk1Qz2Cg,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Gezehera PHCU
Agita Ayijasta Health Post,Health Posts,Public,iyEiPBw0Yku,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Gezehera PHCU
Gezehera Health Post,Health Posts,Public,g2o5E3aGgoz,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Gezehera PHCU
Quari Guana Health Post,Health Posts,Public,sqb0JcJ5eBo,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Gezehera PHCU
Hiwot/ Agegnehu Primary Clinic,Clinics,Private,KdIyrfZo9mO,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Melkamu Primary Clinic,Clinics,Private,WNK8OphlGhh,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Taddese Primary Clinic,Clinics,Private,gu5W66mln6v,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Tsehay Primary Clinic,Clinics,Private,yCBpbAXK0Ve,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Waz Health center,Health Centers,Public,h0YCdRcO6LZ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Waz PHCU
Demama Anegeref Health Post,Health Posts,Public,LvurHktKUjb,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Waz PHCU
Sigila Kidanemiheret Health Post,Health Posts,Public,Q0hHnIms8UZ,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Waz PHCU
Waz Health Post,Health Posts,Public,HxgNd8GoA5Z,6,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,Waz PHCU
Yonas Midium Clinic,Clinics,Private,gKq6I1iTPDU,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Zelalem Primary Clinic,Clinics,Private,irIwUyOgOm9,5,Amhara Regional Health Bureau,Awi ZHD,Fagitalekoma,
Achigi Health Center,Health Centers,Public,JpGfM0mly5o,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Achigi PHCU
Adega Health Post,Health Posts,Public,MNjV6YSLlft,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Achigi PHCU
Baguna Health Post,Health Posts,Public,M8KkKq478Ev,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Achigi PHCU
Adane primary Clinic,Clinics,Private,OaUohQF3wBl,5,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,
Asaye Primary Clinic,Clinics,Private,vSAnixcznLf,5,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,
Aschalew  Medium Clinic,Clinics,Private,hMsdffotyK0,5,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,
Ashifa Health center,Health Centers,Public,YkqNEtEkvTa,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Ashifa PHCU
Ashifa Health Post,Health Posts,Public,dU01yVdMFsV,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Ashifa PHCU
Wumibri Health Post,Health Posts,Public,C9Bb4xqRblD,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Ashifa PHCU
Ashifa Primary Clinic,Clinics,Private,YVhnF1jgR2K,5,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,
Gusha Health center,Health Centers,Public,Emnap0GKqre,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Gusha PHCU
Absela Health Post,Health Posts,Public,L5UK1ZvBwoE,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Gusha PHCU
Chaba Health Post,Health Posts,Public,ZJecc2ivX6J,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Gusha PHCU
Gusha Health Post,Health Posts,Public,UMJXT2YgC2R,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Gusha PHCU
Shinkurta Health Post,Health Posts,Public,NO50r0Jry2F,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Gusha PHCU
Mihret Primary Clinic,Clinics,Private,klgOXL8zEEA,5,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,
Tilili Health center,Health Centers,Public,zNKhoCfFjCq,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Tilili PHCU
Agiza Health Post,Health Posts,Public,P4D5MsvIb6u,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Tilili PHCU
Asikuna Health Post,Health Posts,Public,PTS5ul1zmeF,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Tilili PHCU
Jibayita Health Post,Health Posts,Public,ZE3LlpnYdvc,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Tilili PHCU
Wonjela Health center,Health Centers,Public,YdEHMF33o98,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Wonjela PHCU
Aguta Health Post,Health Posts,Public,C5kfGRRgVsO,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Wonjela PHCU
Wonjela Health Post,Health Posts,Public,FdnhO6Gznjr,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Wonjela PHCU
Zagra Health Post,Health Posts,Public,DJMeEkb1Wz2,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Wonjela PHCU
Zala Health Post,Health Posts,Public,DznhynJrlQ0,6,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,Wonjela PHCU
Worku Primary Clinic,Clinics,Private,tKXtsmFndkq,5,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,
Yirga Primary Clinic,Clinics,Private,iGtmHrk5DHb,5,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,
Zemen Medium Clinic,Clinics,Private,PFPZSw9ihKf,5,Amhara Regional Health Bureau,Awi ZHD,Guagusa Shikudad,
Admas Primary Clinic,Clinics,Private,jp0WOkhE3TX,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Alemayehu Medium clinic,Clinics,Private,v0eP7V651ED,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Alemayehu Primary clinic,Clinics,Private,Bfv6sWQfTr5,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Alemu Primary clinic,Clinics,Private,HoPF47KLMsx,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Ambiki  Health Center,Health Centers,Public,QXRJlMPOx5C,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Ambiki PHCU
Ambiki Health Post,Health Posts,Public,MxrY05vl7pY,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Ambiki PHCU
Awara aregawi Health Post,Health Posts,Public,cFoXgThFqCE,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Ambiki PHCU
Tengeha Health Post,Health Posts,Public,n74sBDJfqJr,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Ambiki PHCU
Aschale primary clinic,Clinics,Private,GISSi7pi10r,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Asres Primary Clinic,Clinics,Private,FaU8ZG93zvG,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Azmeraw Primary Clinic,Clinics,Private,AWgU3zGaO18,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Dagnachaw Primary Clinic,Clinics,Private,SurgVtbifnc,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Degera Abo Health Center,Health Centers,Public,hzLplT9Z6Vt,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Degera Abo PHCU
Chajamkua Health Post,Health Posts,Public,bjrQRR8e3Vd,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Degera Abo PHCU
Lunce degera Health Post,Health Posts,Public,dsbBzmRLyKl,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Degera Abo PHCU
Semen degera Health Post,Health Posts,Public,HbrJLox8Npd,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Degera Abo PHCU
Waikela Health Post,Health Posts,Public,nPGAR4sMBMN,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Degera Abo PHCU
Dessalegn Primary Clinic,Clinics,Private,pjxEOVxVLKL,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Getachew Perimary Clnic,Clinics,Private,XdkdEx2uqr1,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Habetamu Primary Clinic,Clinics,Private,YVzA0poZTcI,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Hiwot Primary Clinic ,Clinics,Private,ttUYE4a6w7n,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Mentawuha  Health Center,Health Centers,Public,RPdDJSqDfyw,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Mentawuha PHCU
Adisalem Health Post,Health Posts,Public,T7RNK8JI24l,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Mentawuha PHCU
Motta Health Post,Health Posts,Public,J6UZHcH94ri,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Mentawuha PHCU
Yecherka Health Post,Health Posts,Public,XaEGzRt63L5,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Mentawuha PHCU
Mocha  Health Center,Health Centers,Public,KAXPg5mzklH,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Mocha PHCU
Abeba Health Post,Health Posts,Public,LX9pxcYNU6i,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Mocha PHCU
Adacha Health Post,Health Posts,Public,SJVuMUCsIys,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Mocha PHCU
Segadi Health Post,Health Posts,Public,Cmvzottdequ,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Mocha PHCU
Mulate primary clinic,Clinics,Private,kW6YSzr9MyO,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Rebuma Primary Clinic,Clinics,Private,XWIavw1OSNJ,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Shekur Primary Clinic,Clinics,Private,BPewhkhzEWJ,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Shituneh Primary Clinic,Clinics,Private,JQiCl0cNWXv,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Solomon Primary Clinic,Clinics,Private,tiqvoAVkaSd,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Tesfahun Primary Clinic,Clinics,Private,E2r9AkCkjMo,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Tsirigi  Health Center,Health Centers,Public,K6N77WXoZDx,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Tirigi PHCU
Anguai Health Post,Health Posts,Public,ioEKgC9WCyi,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Tirigi PHCU
Dangula Health Post,Health Posts,Public,JymQ7YW4HQj,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Tirigi PHCU
Tirgi zurya  Health Post,Health Posts,Public,v3QM5HStBgt,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Tirigi PHCU
Wondamlak primary clinic,Clinics,Private,vOiXVHNP56b,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Yenew Primary Clinic,Clinics,Private,pkid7UhESwb,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Yimali Health Center,Health Centers,Public,YUY82N2CPVf,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Yimali PHCU
Bezrakani Health Post,Health Posts,Public,z975QwT6BcP,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Yimali PHCU
Yimali Health Post,Health Posts,Public,yl9ZRDcSTwg,6,Amhara Regional Health Bureau,Awi ZHD,Guangua,Yimali PHCU
Yohannes Primary Clinic,Clinics,Private,LwM1HI3bSv6,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Zelalem Primary Clinic,Clinics,Private,hMcJQAdOBtf,5,Amhara Regional Health Bureau,Awi ZHD,Guangua,
Injibara General hospital,Hospitals,Public,Bz7AlX8Ea7n,4,Amhara Regional Health Bureau,Awi ZHD,Injibara General hospital,
ADDISU MEDIUM CLINIC,Clinics,Private,V5Rk9WbgXHQ,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Ayenew Medium Clinic,Clinics,Private,ldZxTK009p9,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
BEGIZEW Miduam Clinic,Clinics,Private,br10SzlemXM,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Chernet Medium Clinic,Clinics,Private,y9QtHSNQwfs,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
D/r Alebel Medium linic,Clinics,Private,FJqC7TWwX5M,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Docter Mezgebu Medium Clinic,Clinics,Private,H7bARmobPUv,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Dr Abiyot Medium Clinic,Clinics,Private,o4qwUWJoSV6,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Dr Zenaw Medium Clinic,Clinics,Private,mSPAfFSBiXF,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Enat Medium Clinic,Clinics,Private,qKdljy4pviJ,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Enjibara DIC ,Clinics,Private,kGR9nz6ex3A,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Injibara health center,Health Centers,Public,vPaC4VMz4Pk,6,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,Injibara PHCU
Akayta Health Post,Health Posts,Public,qx0Xz48mZMU,6,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,Injibara PHCU
Basa Health Post,Health Posts,Public,j38B1Nj0pcs,6,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,Injibara PHCU
Bata Health Post,Health Posts,Public,JCCYIBFJaXL,6,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,Injibara PHCU
Bida Health Post,Health Posts,Public,UqiNPPCGuVX,6,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,Injibara PHCU
Chaba Health Post,Health Posts,Public,ZETPXvApxWY,6,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,Injibara PHCU
Injibara 03 Health Post,Health Posts,Public,dqUM329zO68,6,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,Injibara PHCU
Prison,Clinics,Private,rpKfA2LOoBv,5,Amhara Regional Health Bureau,Awi ZHD,Injibara Town,
Abay Primary Clinic,Clinics,Private,HU2AwCuwtsn,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Abera Primary Clinic,Clinics,Private,FKZnxfoh1bi,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Abiyu Medium Clinic,Clinics,Private,Xs9uDWdCOv2,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Adisalem Primary Clinic,Clinics,Private,UeILWGzJtwq,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Agalu Primary Clinic,Clinics,Private,UzD5IuuKHws,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Alemayehu Primary Clinic,Clinics,Private,FVOHbVTM4Co,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Alemneh Medium Clinic,Clinics,Private,rUzQFoWx34x,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Alemu  Primary Clinic,Clinics,Private,ypQMgVP32s2,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Aneley Medium Clinic,Clinics,Private,xVrn0NCD7tE,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Aragaw Primary Clinic,Clinics,Private,rNYc2jFsXCL,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Asres Primary Clinic,Clinics,Private,CKzynQ7BiOU,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Atitsegeb Primary Clinic,Clinics,Private,62dhAkfBgRp,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Ayana Primary Clinic,Clinics,Private,l9yNVStd8Dh,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Azmeraw Primary Clinic,Clinics,Private,zd6wKxDnYb8,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Bambluk health center,Health Centers,Public,LW77cGpPQVt,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Bambluk PHCU
Bagusa Kidane Mihret Health Post,Health Posts,Public,LHCdcfbAa97,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Bambluk PHCU
Bagusa Mariam Health Post,Health Posts,Public,ZLLlYn5wye1,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Bambluk PHCU
Bambluk Health Post,Health Posts,Public,nIX438q09VZ,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Bambluk PHCU
Kezkazit Health Post,Health Posts,Public,zbBTpmGuBqy,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Bambluk PHCU
Kezkez Health Post,Health Posts,Public,ojJFH2r6gD6,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Bambluk PHCU
Sewatamb Health Post,Health Posts,Public,JVRvsL5pRzx,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Bambluk PHCU
Behayilu Medium Clinic,Clinics,Private,G9FyvhPTMtW,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Beles Sugar Project Health Center,Clinics,Private,aFAYO6DFFfV,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Binalf Medium Clinic,Clinics,Private,dKKXi3FdehF,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Biruk Primary Clinic,Clinics,Private,cQsWtlI1qWO,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Dek health center,Health Centers,Public,fIxhwr2B9wg,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Dek PHCU
Bunijira Health Post,Health Posts,Public,aZlLZdpRk2e,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Dek PHCU
Work Hager Health Post,Health Posts,Public,vhCrTXAgVXE,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Dek PHCU
Zere Genet Health Post,Health Posts,Public,CJkS7RoyJjW,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Dek PHCU
Doctor Gashaw Medium Clinic,Clinics,Private,SxyHZccgK34,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Dr. Temesgen Medium Clinic,Clinics,Private,CnThwNU5pkH,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Dr. Zemenu Medium clinic ,Clinics,Private,HdCpxU8ubPf,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Eneyew Primary Clinic Bambluk,Clinics,Private,SxuskLPpHL8,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Esubalew Primary Clinic,Clinics,Private,sQyYYcom4fM,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Fentahun Medium Clinic,Clinics,Private,f3w0X8CFP9a,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Frehiwot Primary Clinic,Clinics,Private,Rkj3u1bCz0a,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Genen Primary Clinic,Clinics,Private,g4a1e7Jp0F6,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Genet Primary Clinic,Clinics,Private,lj6fojt2Zch,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Genetu Primary Clinic,Clinics,Private,aBLKmmRg0zN,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Getinet Adamtie Primary Clinic,Clinics,Private,wGmYLseecPZ,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Giziew Primary Clinic,Clinics,Private,eOMXd1s52lw,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Gizieyalew Primary Clinic,Clinics,Private,ypI0iC7MInj,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Habitamu Primary Clinic,Clinics,Private,z9jOlEZp6BH,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Habtu Primary Clinic,Clinics,Private,QoGn1QBWV2c,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Hayleyesus Primary Clinic,Clinics,Private,zuqPFbZrL7F,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Jawi health center,Health Centers,Public,TH7w1HbUWiN,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Jawi PHCU
Addiss Woyn Health Post,Health Posts,Public,ZRJ41bqi3vu,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Jawi PHCU
Alikurand Health Post,Health Posts,Public,GoitgDsSXgi,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Jawi PHCU
Arga Abo Health Post,Health Posts,Public,JiV4gILHPs6,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Jawi PHCU
Ayima Health Post,Health Posts,Public,oTBZBkzizdO,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Jawi PHCU
Elala Health Post,Health Posts,Public,RmsYZay8bf6,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Jawi PHCU
Jayimala Health Post,Health Posts,Public,WHthMNqolpf,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Jawi PHCU
Wonbelasie Health Post,Health Posts,Public,Mi8HAZYItnc,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Jawi PHCU
Jemal Medium Clinic,Clinics,Private,E4S6jyb2yYu,5,Amhara Regional Health Bureau,Awi ZHD,Jawi,
Kebtele health center,Health Centers,Public,aHExhHBe4Uh,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Kebtele PHCU
Adwanji Health Post,Health Posts,Public,ZzfeikvxtZX,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Kebtele PHCU
Basagie Medhanialem Health Post,Health Posts,Public,x2LuKKlDUyW,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Kebtele PHCU
Filfil Health Post,Health Posts,Public,PtX1hadEi2j,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Kebtele PHCU
Gonji Health Post,Health Posts,Public,lwdOHgSrO56,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Kebtele PHCU
Kebtele Health Post,Health Posts,Public,e9D3sVuOtVH,6,Amhara Regional Health Bureau,Awi ZHD,Jawi,Kebtele PHCU
